,method,comp,suff
103,ig,6.026029586791992e-05,0.000884711742401123
104,ig,0.9873725306242704,0.010248661041259766
105,ig,0.0005837678909301758,0.010086417198181152
106,ig,0.0047318339347839355,-5.6624412536621094e-05
107,ig,0.9955059881322086,-0.0014154911041259766
108,ig,0.9601352922618389,-0.002640068531036377
109,ig,0.07686495780944824,-0.0023846030235290527
110,ig,0.9911855617538095,-2.7358531951904297e-05
111,ig,0.5392901431769133,-0.4423503279685974
112,ig,0.0002594590187072754,0.105296790599823
113,ig,0.0991331934928894,0.11527353525161743
114,ig,0.19124376773834229,0.0013757944107055664
115,ig,0.002207338809967041,0.00033295154571533203
116,ig,0.8452100604772568,0.0016498565673828125
117,ig,0.013307154178619385,-9.936094284057617e-05
118,ig,0.6720751821994781,0.9626372340135276
119,ig,0.010027121985331178,-0.985658397898078
120,ig,0.0007629990577697754,-0.00021761655807495117
121,ig,0.34401005506515503,-0.003232598304748535
122,ig,0.09700512886047363,0.0019266009330749512
123,ig,0.0028970837593078613,9.042024612426758e-05
124,ig,0.000991225242614746,6.973743438720703e-06
125,ig,0.005892693996429443,0.00016045570373535156
126,ig,0.9836008744314313,-0.0008515715599060059
127,ig,0.001552283763885498,-8.422136306762695e-05
128,ig,0.0036832690238952637,-6.628036499023438e-05
129,ig,0.9005224541760981,0.02018904685974121
130,ig,0.02559030055999756,0.0001100301742553711
131,ig,0.036477506160736084,0.005624175071716309
132,ig,0.02416175603866577,-0.0005273818969726562
133,ig,-0.15116703510284424,0.031882286071777344
134,ig,0.10765468108002096,-0.8818676620721817
135,ig,0.023387610912322998,0.00022417306900024414
136,ig,0.00016129016876220703,0.0001659393310546875
137,ig,0.0016775727272033691,0.00011748075485229492
138,ig,0.989395204000175,0.0035953521728515625
139,ig,0.19590872526168823,-4.4465065002441406e-05
140,ig,0.9266554713249207,0.014380037784576416
141,ig,0.08078855276107788,-0.0016762018203735352
142,ig,0.0034502148628234863,0.00010627508163452148
143,ig,0.0007290244102478027,0.0020480751991271973
144,ig,0.00024646520614624023,-0.00023365020751953125
145,ig,0.0012943148612976074,0.0003102421760559082
146,ig,0.0001112818717956543,4.017353057861328e-05
147,ig,0.01611030101776123,0.013444066047668457
148,ig,0.5433760583400726,2.6941299438476562e-05
149,ig,0.00048416852951049805,9.053945541381836e-05
150,ig,0.005694985389709473,0.38653743267059326
151,ig,0.40233101695775986,-0.5577118098735809
152,ig,0.0004749894142150879,0.002356231212615967
153,ig,0.013557732105255127,0.004989266395568848
154,ig,0.4572380781173706,0.006361961364746094
155,ig,0.00039893388748168945,8.970499038696289e-05
156,ig,0.4924617409706116,0.0035380125045776367
157,ig,0.00014126300811767578,9.298324584960938e-06
158,ig,0.0005052685737609863,0.15785819292068481
159,ig,0.7853546626865864,0.7593042440712452
160,ig,0.3363282084465027,0.0018486380577087402
161,ig,0.00041610002517700195,0.0016384720802307129
162,ig,0.17755162715911865,0.00016897916793823242
163,ig,0.9698171729687601,-0.024043917655944824
164,ig,0.7190994620323181,-0.002690553665161133
165,ig,0.3358191251754761,-1.6510486602783203e-05
166,ig,0.01116865873336792,4.863739013671875e-05
167,ig,0.00044727325439453125,3.266334533691406e-05
168,ig,0.00014722347259521484,7.957220077514648e-05
169,ig,0.0045906901359558105,0.14927756786346436
170,ig,0.9764372389763594,-0.00035518407821655273
171,ig,0.005387425422668457,0.002398669719696045
172,ig,0.00020748376846313477,0.0026107430458068848
173,ig,0.9933736994862556,-0.0001844167709350586
174,ig,2.562999725341797e-05,0.0002802610397338867
175,ig,0.003653883934020996,0.0016674995422363281
176,ig,0.9574133194983006,6.073713302612305e-05
177,ig,0.0010797977447509766,0.0005829334259033203
178,ig,0.0003153681755065918,-2.5033950805664062e-05
179,ig,0.28635674715042114,0.9099737405776978
180,ig,0.0001761317253112793,0.04964780807495117
181,ig,0.9965460150269791,0.00677567720413208
182,ig,0.8857139032334089,-0.1010439395904541
183,ig,0.9969417508691549,5.960464477539062e-07
184,ig,0.3485563397407532,0.0004973411560058594
185,ig,0.9955391548573971,-0.0002498626708984375
186,ig,0.9876183355227113,0.17418265342712402
187,ig,0.004324555397033691,0.00038993358612060547
188,ig,0.9749926384538412,-0.0036403536796569824
189,ig,0.002628028392791748,0.00039309263229370117
190,ig,0.9268512651324272,0.982828214764595
191,ig,0.07009035348892212,-5.984306335449219e-05
192,ig,0.03055286407470703,0.2211262583732605
193,ig,0.003106534481048584,0.003883659839630127
194,ig,0.01248931884765625,-0.00023055076599121094
195,ig,0.00010687112808227539,0.10477447509765625
196,ig,0.8422650843858719,-0.00023126602172851562
197,ig,0.004533052444458008,-9.000301361083984e-06
198,ig,0.00014007091522216797,-2.86102294921875e-06
199,ig,0.5297925004269928,0.37322333455085754
200,ig,0.02626967430114746,0.5041537284851074
201,ig,0.00020700693130493164,0.0027779340744018555
202,ig,0.008409738540649414,0.0010919570922851562
203,ig,0.0018405318260192871,0.0005792379379272461
